Gene name,Gene stable ID
PPP4R2P3,ENSG00000231464
NRCAM,ENSG00000091129
ARL8BP1,ENSG00000228413
RNU7-18P,ENSG00000252174
F2RL1,ENSG00000164251
SEC14L5,ENSG00000103184
TMEM40,ENSG00000088726
RN7SL208P,ENSG00000264391
DUSP1,ENSG00000120129
Y_RNA,ENSG00000206741
,ENSG00000270243
TRIM10,ENSG00000137394
,ENSG00000254295
MDC1,ENSG00000231135
RPL26L1,ENSG00000037241
TCF19,ENSG00000224379
CYP46A1,ENSG00000036530
,ENSG00000267072
,ENSG00000258002
PSORS1C3,ENSG00000230983
ALG1,ENSG00000033011
HCG27,ENSG00000223577
POU5F1,ENSG00000233911
,ENSG00000226408
HLA-C,ENSG00000225691
,ENSG00000232253
HLA-T,ENSG00000229552
OR2J1,ENSG00000206523
RPL13P,ENSG00000273122
OR2I1P,ENSG00000231973
RPL5P13,ENSG00000242134
TSBP1-AS1,ENSG00000228738
LSM3P4,ENSG00000250835
ZNF90P2,ENSG00000229714
HLA-B,ENSG00000206450
PITX2,ENSG00000164093
,ENSG00000253785
ATP6V0E1,ENSG00000113732
ASGR1,ENSG00000141505
GEMIN8P1,ENSG00000259496
HCG17,ENSG00000240833
HNRNPMP1,ENSG00000259335
KRT8P9,ENSG00000259470
OR12D3,ENSG00000250364
,ENSG00000259452
PQBP1,ENSG00000292208
BUB1B-PAK6,ENSG00000259288
BAZ2A,ENSG00000076108
,ENSG00000226834
LY6G6F-LY6G6D,ENSG00000258880
RAB8B,ENSG00000166128
,ENSG00000236881
,ENSG00000235324
PPIAP9,ENSG00000235596
EML1,ENSG00000066629
MICE,ENSG00000249123
Metazoa_SRP,ENSG00000266191
,ENSG00000278450
MIR4786,ENSG00000264279
OR9S24P,ENSG00000231278
OR5S1P,ENSG00000213048
U6,ENSG00000266870
COPS9,ENSG00000172428
,ENSG00000275472
,ENSG00000274187
DAXX,ENSG00000206206
TIMM17B,ENSG00000292215
,ENSG00000276383
,ENSG00000263942
Y_RNA,ENSG00000263610
U6,ENSG00000266784
,ENSG00000254328
Metazoa_SRP,ENSG00000263912
Y_RNA,ENSG00000265509
SNORA74B,ENSG00000212402
SNORA38,ENSG00000263994
Y_RNA,ENSG00000207210
Y_RNA,ENSG00000266716
Y_RNA,ENSG00000264778
CREBRF,ENSG00000164463
U6,ENSG00000263638
Y_RNA,ENSG00000266250
SNORD117,ENSG00000263358
U6,ENSG00000265048
SNORD84,ENSG00000263442
SYNGAP1,ENSG00000197283
U1,ENSG00000266860
SLC35A2,ENSG00000292209
U1,ENSG00000265248
CCDC78,ENSG00000162004
HLA-V,ENSG00000229529
OTOS,ENSG00000178602
HLA-V,ENSG00000290327
,ENSG00000286325
,ENSG00000286183
,ENSG00000285921
U3,ENSG00000276366
HLA-L,ENSG00000242227
PIM2,ENSG00000292210
MIR1260B,ENSG00000266192
,ENSG00000259650
HLA-L,ENSG00000290339
GRIN2D,ENSG00000105464
OTUD5,ENSG00000292211
HLA-J,ENSG00000235309
ARIH1,ENSG00000166233
,ENSG00000292212
,ENSG00000290351
,ENSG00000292216
RNU6-722P,ENSG00000292213
CCDC82,ENSG00000149231
KCND1,ENSG00000292214
HLA-DPB2,ENSG00000168379
,ENSG00000290372
FAM83E,ENSG00000105523
PPP1R2P1,ENSG00000223939
,ENSG00000292978
HLA-DRA,ENSG00000234794
LSM6,ENSG00000164167
GRIPAP1,ENSG00000292219
CDC42P5,ENSG00000253439
,ENSG00000279812
,ENSG00000253172
BNIP1,ENSG00000113734
TBXA2R,ENSG00000006638
NDUFA10,ENSG00000130414
ACADVL,ENSG00000072778
,ENSG00000279845
,ENSG00000251010
SLC10A7,ENSG00000120519
HLA-DRB9,ENSG00000232705
,ENSG00000235228
CACTIN,ENSG00000105298
U1,ENSG00000264704
,ENSG00000226227
U1,ENSG00000265838
HLA-DRB4,ENSG00000227357
U1,ENSG00000264960
HLA-DRB8,ENSG00000233697
RHBG,ENSG00000132677
,ENSG00000259232
C2,ENSG00000235696
PLCB2,ENSG00000137841
WDR45,ENSG00000196998
KRT18P17,ENSG00000213943
CLEC4C,ENSG00000198178
,ENSG00000272263
HLA-DPA2,ENSG00000223894
PAIP1P1,ENSG00000225109
RPL32,ENSG00000144713
DDR1,ENSG00000230456
SHISAL2B,ENSG00000145642
MIR7849,ENSG00000278438
,ENSG00000251009
PF4V1,ENSG00000109272
SREK1IP1,ENSG00000153006
CXCL1,ENSG00000163739
PIP5K1C,ENSG00000186111
RNA5SP346,ENSG00000200411
,ENSG00000255188
TMEM45B,ENSG00000151715
HNRNPA1P55,ENSG00000249920
CXCL1P1,ENSG00000250339
PF4,ENSG00000163737
ERGIC1,ENSG00000113719
ERN2,ENSG00000134398
SNORA7A,ENSG00000207496
IFT122P1,ENSG00000250939
,ENSG00000288796
CXCL5,ENSG00000163735
RN7SL218P,ENSG00000244194
CXCL3,ENSG00000163734
MIR9-1,ENSG00000207933
MEX3A,ENSG00000254726
PPFIA2,ENSG00000139220
GSK3B,ENSG00000082701
CYP4X1,ENSG00000186377
PRDM10,ENSG00000170325
REELD1,ENSG00000250673
IDE,ENSG00000119912
TFE3,ENSG00000292217
CNOT6L,ENSG00000138767
PRAF2,ENSG00000292222
,ENSG00000292202
CYP4Z1,ENSG00000186160
WDR45,ENSG00000292221
TUBAP9,ENSG00000225154
BNC2,ENSG00000173068
MTND1P34,ENSG00000225514
PDZK1IP1,ENSG00000162366
HGFAC,ENSG00000109758
,ENSG00000226252
HLA-B,ENSG00000232126
FOXE3,ENSG00000186790
FOXD2-AS1,ENSG00000237424
VHLL,ENSG00000189030
LRRC52,ENSG00000162763
C4B-AS1,ENSG00000225773
CFB,ENSG00000242335
IGSF3,ENSG00000143061
TOMM7,ENSG00000196683
RNU4-52P,ENSG00000292203
GPKOW,ENSG00000292204
RN7SL262P,ENSG00000292205
,ENSG00000292206
,ENSG00000292220
MAGIX,ENSG00000292218
ESYT2,ENSG00000117868
RNU1-47P,ENSG00000199836
VDAC3P1,ENSG00000271198
,ENSG00000292207
,ENSG00000242888
,ENSG00000258693
CCDC120,ENSG00000292279
,ENSG00000261583
,ENSG00000258560
RD3L,ENSG00000227729
,ENSG00000279756
CHP2,ENSG00000166869
RN7SL634P,ENSG00000242894
ASPG,ENSG00000166183
DOK7,ENSG00000175920
CNN2P3,ENSG00000235832
GXYLT1P6,ENSG00000235310
,ENSG00000267304
,ENSG00000277869
,ENSG00000279203
CWC27,ENSG00000153015
,ENSG00000273668
,ENSG00000278068
,ENSG00000289987
AKAP8,ENSG00000105127
CYP4F33P,ENSG00000273036
PRKCB,ENSG00000166501
ANKRD18B,ENSG00000230453
NTMT2,ENSG00000203740
LRPAP1,ENSG00000163956
HOXA10,ENSG00000253293
MIR203A,ENSG00000207568
MIR203B,ENSG00000283165
KIF26A,ENSG00000066735
ELAVL4,ENSG00000162374
TMEM178B,ENSG00000261115
PRSS2,ENSG00000275896
,ENSG00000232494
IFIT5,ENSG00000152778
,ENSG00000260564
,ENSG00000279715
,ENSG00000286793
RNU6-599P,ENSG00000238529
SNX18P5,ENSG00000275144
CNN2P4,ENSG00000213816
MIR324,ENSG00000199053
RNF44,ENSG00000146083
RN7SL847P,ENSG00000265319
BICD2,ENSG00000185963
NUDT9P1,ENSG00000234043
,ENSG00000286981
ITGA11,ENSG00000137809
PCGF5,ENSG00000180628
DNAH11,ENSG00000105877
DVL2,ENSG00000004975
MIR5004,ENSG00000284256
ZBTB9,ENSG00000213588
MTCYBP4,ENSG00000220113
,ENSG00000223542
,ENSG00000234567
HSPE1P21,ENSG00000238059
,ENSG00000272428
NUP43,ENSG00000120253
,ENSG00000288062
RNU6-714P,ENSG00000252772
EEF1DP2,ENSG00000226721
,ENSG00000275318
,ENSG00000258824
SNX18P2,ENSG00000232843
ALOX15P2,ENSG00000188101
OR2J3,ENSG00000233636
,ENSG00000272909
,ENSG00000233424
ZBTB25,ENSG00000089775
RPS17P1,ENSG00000228840
GRAMD1A,ENSG00000089351
OR5V1,ENSG00000243441
,ENSG00000287609
ADGRF5P2,ENSG00000204818
C10orf90,ENSG00000154493
NELFE,ENSG00000233801
MEP1AP4,ENSG00000224537
PSORS1C3,ENSG00000223364
ACSL3P1,ENSG00000244062
,ENSG00000226109
MICD,ENSG00000230745
,ENSG00000285908
DIRAS2,ENSG00000165023
HCG27,ENSG00000232758
OR2G1P,ENSG00000231320
RGS12,ENSG00000159788
OR14J1,ENSG00000234100
AKAP5,ENSG00000179841
WASF5P,ENSG00000234980
,ENSG00000224131
,ENSG00000228583
PTMAP1,ENSG00000223851
RAB6B,ENSG00000154917
HLA-C,ENSG00000233841
OR11A1,ENSG00000237258
LINC03003,ENSG00000225188
LY6G6F,ENSG00000239741
MTHFD1,ENSG00000100714
,ENSG00000279276
,ENSG00000279202
MIR1273H,ENSG00000274466
,ENSG00000279554
TDRD7,ENSG00000196116
CACNG3,ENSG00000006116
,ENSG00000251446
CDHR2,ENSG00000074276
TMEM183AP1,ENSG00000224241
PSORS1C1,ENSG00000231094
,ENSG00000201541
RNU7-24P,ENSG00000239081
RBBP6,ENSG00000122257
,ENSG00000199321
,ENSG00000252888
HLA-T,ENSG00000226727
OIT3,ENSG00000138315
OR2W1,ENSG00000228652
PPP1R11,ENSG00000236560
,ENSG00000279256
,ENSG00000252580
ANP32B,ENSG00000136938
BTBD10P2,ENSG00000219433
NPM1P24,ENSG00000215086
,ENSG00000231760
PLA2G12B,ENSG00000138308
,ENSG00000285889
,ENSG00000285991
LRP11,ENSG00000120256
RNU6-918P,ENSG00000212521
CCT7P1,ENSG00000217733
NANS,ENSG00000095380
RAET1E-AS1,ENSG00000223701
,ENSG00000216906
RPL17P50,ENSG00000213700
HACD3,ENSG00000074696
RAET1G,ENSG00000203722
P4HA1,ENSG00000122884
C3orf36,ENSG00000288547
GCSHP6,ENSG00000270538
,ENSG00000225399
C3orf62,ENSG00000188315
TRIM14,ENSG00000106785
HLA-DPA3,ENSG00000223696
DXO,ENSG00000236765
PHF23,ENSG00000040633
RPL7P4,ENSG00000226494
TRIM31-AS1,ENSG00000237050
ULBP2,ENSG00000131015
,ENSG00000237120
Y_RNA,ENSG00000199546
RPL7AP7,ENSG00000233465
MIR4271,ENSG00000264633
WIPF3,ENSG00000122574
LTB,ENSG00000223448
,ENSG00000215094
,ENSG00000253809
,ENSG00000287300
USP4,ENSG00000114316
,ENSG00000280232
C7orf25,ENSG00000136197
RUNDC3B,ENSG00000105784
Metazoa_SRP,ENSG00000274011
CORO2A,ENSG00000106789
OR2B3,ENSG00000231319
LINC01556,ENSG00000231041
TMPOP1,ENSG00000233700
PSMB9,ENSG00000239836
TBC1D2,ENSG00000095383
COA6,ENSG00000168275
TCF19,ENSG00000206455
SNX14,ENSG00000135317
ADAMTS6,ENSG00000049192
CORT,ENSG00000241563
OR2I1P,ENSG00000237725
LY6G6D,ENSG00000234443
LINC02570,ENSG00000225888
LSM2,ENSG00000172850
RFX2,ENSG00000087903
GABARAP,ENSG00000170296
,ENSG00000232646
AHCTF1,ENSG00000153207
,ENSG00000237768
OR2J1,ENSG00000226192
Y_RNA,ENSG00000201047
SKIC2,ENSG00000228896
,ENSG00000272630
PAX2,ENSG00000075891
CLIC1,ENSG00000226248
,ENSG00000255057
GABBR1,ENSG00000237051
ELOBP2,ENSG00000255262
,ENSG00000255535
RPL34P21,ENSG00000244451
U4,ENSG00000274197
MGAM2,ENSG00000257743
ST14,ENSG00000149418
TRIM31-AS1,ENSG00000229223
C2,ENSG00000206372
MIR6854,ENSG00000278412
,ENSG00000224001
PIP5K1B,ENSG00000107242
,ENSG00000262526
,ENSG00000279641
CTDNEP1,ENSG00000175826
DICER1,ENSG00000100697
AHCYL2,ENSG00000158467
,ENSG00000261702
,ENSG00000261392
PLCB2-AS1,ENSG00000259307
HAPSTR1,ENSG00000182831
REC114,ENSG00000183324
USP8P1,ENSG00000233486
RPL3P2,ENSG00000228461
WASF5P,ENSG00000231433
,ENSG00000225939
DHFRP2,ENSG00000230016
U6,ENSG00000264185
,ENSG00000223971
ZDHHC20P2,ENSG00000232659
HLA-S,ENSG00000225145
MICA,ENSG00000233051
,ENSG00000263244
RPL21P119,ENSG00000220793
SPATA24,ENSG00000170469
PMM2,ENSG00000140650
NPTN-IT1,ENSG00000281183
TBC1D21,ENSG00000167139
Y_RNA,ENSG00000264692
HLA-B,ENSG00000223532
CLP1,ENSG00000172409
RNA5SP330,ENSG00000252905
Y_RNA,ENSG00000202276
MIR3688-1,ENSG00000264105
MIR3688-2,ENSG00000283379
,ENSG00000248552
,ENSG00000250180
ELF2,ENSG00000109381
AKIP1,ENSG00000166452
GAPT,ENSG00000175857
,ENSG00000260109
DXO,ENSG00000234798
NPTN,ENSG00000156642
,ENSG00000283053
HLA-Z,ENSG00000237871
HTR7,ENSG00000148680
HLA-DRB1,ENSG00000236884
,ENSG00000250260
RNU6-1148P,ENSG00000222924
C6orf47,ENSG00000228435
WNT8A,ENSG00000061492
HTATSF1P1,ENSG00000224052
LY6G6F,ENSG00000243003
NUTM2HP,ENSG00000232706
RPL32P37,ENSG00000267589
PABIR1,ENSG00000187866
,ENSG00000267299
,ENSG00000267415
,ENSG00000226168
PGGT1BP1,ENSG00000213667
,ENSG00000287221
,ENSG00000284490
,ENSG00000236998
,ENSG00000267563
ASAH2B,ENSG00000204147
,ENSG00000280394
RNU6-1035P,ENSG00000207206
ACER1,ENSG00000167769
RNA5SP287,ENSG00000252167
PRKRA,ENSG00000180228
,ENSG00000200969
,ENSG00000230846
COL11A2,ENSG00000230930
SPATA31D4,ENSG00000189357
SPATA31D3,ENSG00000186788
,ENSG00000262302
SPATA31D2P,ENSG00000237770
SPATA31D1,ENSG00000214929
CLDN7,ENSG00000181885
ALKBH7,ENSG00000125652
RHOA-IT1,ENSG00000235908
,ENSG00000272774
NME5,ENSG00000112981
,ENSG00000242618
,ENSG00000289295
RNU6-156P,ENSG00000278331
,ENSG00000275390
RNA5SP136,ENSG00000222838
U2SURPP1,ENSG00000241537
NUDT21,ENSG00000167005
,ENSG00000276868
MIR1299,ENSG00000275377
SETP2,ENSG00000258893
PILRB,ENSG00000121716
FNBP1,ENSG00000187239
A1CF,ENSG00000148584
RNU6-1291P,ENSG00000252400
PNP,ENSG00000198805
TMEM44,ENSG00000145014
GTF2F1,ENSG00000125651
FRRS1,ENSG00000156869
HCG14,ENSG00000227559
OR12D1,ENSG00000251547
HLA-Z,ENSG00000233053
C6orf15,ENSG00000206461
RNU6-460P,ENSG00000212460
RNU6-888P,ENSG00000199880
APOM,ENSG00000206409
FAM13B,ENSG00000031003
,ENSG00000274297
FEM1B,ENSG00000169018
Y_RNA,ENSG00000202251
SLC2A4,ENSG00000181856
,ENSG00000288725
STK19,ENSG00000236250
CSN2,ENSG00000135222
OR2H5P,ENSG00000235630
HCG27,ENSG00000220890
C11orf16,ENSG00000176029
LRRC7,ENSG00000033122
MUC22,ENSG00000229199
,ENSG00000230419
HLA-P,ENSG00000260638
PML,ENSG00000140464
BBS2,ENSG00000125124
HSPA1L,ENSG00000206383
HLA-DQB3,ENSG00000224197
TRIM27,ENSG00000215641
USP8P1,ENSG00000226050
RPL3P2,ENSG00000227656
WASF5P,ENSG00000231309
,ENSG00000228713
ODAM,ENSG00000109205
HCP5,ENSG00000227429
Y_RNA,ENSG00000263679
MICB,ENSG00000238289
Y_RNA,ENSG00000223080
TMEM9B,ENSG00000175348
TMEM183AP4,ENSG00000258431
,ENSG00000274818
ELN,ENSG00000049540
,ENSG00000287643
MIR1247,ENSG00000283857
,ENSG00000259015
,ENSG00000239544
ZFYVE1,ENSG00000165861
YBX2,ENSG00000006047
PJVK,ENSG00000204311
,ENSG00000290337
PPIAP9,ENSG00000229706
,ENSG00000269444
RPL15P4,ENSG00000236547
MIR6885,ENSG00000274390
MCCD1,ENSG00000228662
MIR6790,ENSG00000273758
MIR3940,ENSG00000284159
SLC25A41,ENSG00000181240
NCR3,ENSG00000206430
C4B_2,ENSG00000233312
DDX39B,ENSG00000229496
SCUBE2,ENSG00000175356
SLC25A23,ENSG00000125648
QRICH2,ENSG00000129646
NUDCP2,ENSG00000238082
PLEKHA3,ENSG00000116095
ECE2,ENSG00000145194
TRIM39,ENSG00000206495
FDCSP,ENSG00000181617
F13B,ENSG00000143278
,ENSG00000279598
,ENSG00000271141
,ENSG00000271401
SNRPG,ENSG00000143977
,ENSG00000229711
MIX23P2,ENSG00000236944
RNA5SP307,ENSG00000199733
LINC03028,ENSG00000236894
FAM238A,ENSG00000233261
FAM238B,ENSG00000231976
CFAP97,ENSG00000164323
,ENSG00000279212
PDSS1,ENSG00000148459
,ENSG00000267592
RASL10B,ENSG00000270885
LEPR,ENSG00000116678
RNU6-658P,ENSG00000207336
NSA2,ENSG00000164346
GAS2L2,ENSG00000270765
BRD7P6,ENSG00000235289
TGFA-IT1,ENSG00000224606
C6orf136,ENSG00000237012
RNU6-559P,ENSG00000251960
MMP28,ENSG00000271447
SNX25,ENSG00000109762
TTC39B,ENSG00000155158
HSPA8P3,ENSG00000234788
ABI1,ENSG00000136754
,ENSG00000279716
RNU6-1330P,ENSG00000199645
ARPC1AP3,ENSG00000250071
,ENSG00000212363
FAM169A,ENSG00000198780
FBN3,ENSG00000142449
TNXB,ENSG00000229353
PSMD1,ENSG00000173692
VWA7,ENSG00000230048
RN7SL586P,ENSG00000241487
RBM25,ENSG00000119707
C17orf50,ENSG00000270806
,ENSG00000286935
MIR5691,ENSG00000264984
KRT8P41,ENSG00000213538
,ENSG00000270829
,ENSG00000270871
,ENSG00000270894
HEATR9,ENSG00000270379
LST1,ENSG00000223465
ARL14EPL,ENSG00000268223
DENND5A,ENSG00000184014
CD74,ENSG00000019582
,ENSG00000232577
CYP21A1P,ENSG00000239882
TNXA,ENSG00000234328
STK19B,ENSG00000248989
,ENSG00000231960
HLA-DQB1-AS1,ENSG00000238226
C4B,ENSG00000228454
TRIM39,ENSG00000226437
LRP2BP-AS1,ENSG00000250410
RPSAP70,ENSG00000250327
LTO1P1,ENSG00000251008
FLJ38576,ENSG00000279943
CYP4V2,ENSG00000145476
CTXN3,ENSG00000205279
RNF39,ENSG00000206500
,ENSG00000285213
MXD3,ENSG00000213347
HLA-E,ENSG00000206493
OR13C7,ENSG00000243641
PCBP4,ENSG00000090097
CSNK1G2P1,ENSG00000234534
PDSS1P1,ENSG00000182347
MTND6P5,ENSG00000227730
MTND1P11,ENSG00000228166
MTCO1P11,ENSG00000224083
MTCO2P11,ENSG00000235917
MTATP6P11,ENSG00000228097
MTCO3P11,ENSG00000237711
MTND4P14,ENSG00000236254
MTND5P14,ENSG00000230225
TCF3P1,ENSG00000236567
IGHEP2,ENSG00000254017
PSMD4,ENSG00000159352
INSL6,ENSG00000120210
,ENSG00000238234
HCG22,ENSG00000290340
HLA-L,ENSG00000243492
HLA-L,ENSG00000290365
INSL4,ENSG00000120211
HLA-V,ENSG00000230238
DEFB131A,ENSG00000186146
SMIM20,ENSG00000250317
HLA-V,ENSG00000290380
HLA-DPB2,ENSG00000225132
RGS3,ENSG00000138835
,ENSG00000290392
HLA-J,ENSG00000228220
FAM53A,ENSG00000174137
,ENSG00000290452
,ENSG00000271268
7SK,ENSG00000271394
MRPL42,ENSG00000198015
PPP1R2P1,ENSG00000236093
,ENSG00000292981
RNU1-79P,ENSG00000265223
HLA-DRB3,ENSG00000231679
LARP1,ENSG00000155506
LINC01556,ENSG00000206526
OR2G1P,ENSG00000224392
KRT18P1,ENSG00000235541
OR2J3,ENSG00000206522
GFAP,ENSG00000131095
HLA-A,ENSG00000206505
SNORD117,ENSG00000263625
SNORD84,ENSG00000266755
DDX39B-AS1,ENSG00000234082
MARCHF1,ENSG00000145416
ATP6V1G2,ENSG00000230900
ATF6B,ENSG00000168468
NFKBIL1,ENSG00000235125
,ENSG00000226139
RXRB,ENSG00000231321
U1,ENSG00000264909
,ENSG00000232156
RNU1-116P,ENSG00000264259
HLA-DRB1,ENSG00000206240
TAGLN2,ENSG00000158710
GRIK2,ENSG00000164418
,ENSG00000289186
,ENSG00000289520
,ENSG00000289361
,ENSG00000289392
NEUROG2,ENSG00000178403
,ENSG00000258448
,ENSG00000259109
PAPLN,ENSG00000100767
RPL23AP94,ENSG00000248439
H6PD,ENSG00000049239
ZGRF1,ENSG00000138658
LTA,ENSG00000226275
PARPBP,ENSG00000185480
FOXD2,ENSG00000186564
PKMP3,ENSG00000220563
DDOST,ENSG00000244038
SNORD50B,ENSG00000275072
,ENSG00000217334
SMIM11P1,ENSG00000198738
RNU4-72P,ENSG00000222686
Y_RNA,ENSG00000200427
,ENSG00000218766
RNU4-12P,ENSG00000202103
ATXN1,ENSG00000124788
TNF,ENSG00000223952
CLIC1,ENSG00000226651
HLA-DQB1-AS1,ENSG00000237455
HLA-DQB1,ENSG00000233209
LTB,ENSG00000236237
PRG4,ENSG00000116690
CDCA3,ENSG00000111665
COL11A2P1,ENSG00000228164
MICC,ENSG00000237034
,ENSG00000225184
HTATSF1P1,ENSG00000235684
TRIM40,ENSG00000172524
LST1,ENSG00000234514
LST1,ENSG00000206433
,ENSG00000289085
,ENSG00000288965
,ENSG00000289430
,ENSG00000289054
SPINK6,ENSG00000178172
IQCH,ENSG00000103599
CYCSP17,ENSG00000219627
,ENSG00000219549
HNRNPLP1,ENSG00000233503
RPS26P29,ENSG00000219993
IDH1P1,ENSG00000234115
SNRNP48,ENSG00000168566
HMGN1P16,ENSG00000249503
MARCOL,ENSG00000248109
LARP7,ENSG00000174720
SPSB2,ENSG00000111671
SPINK13,ENSG00000214510
PSMB8,ENSG00000230034
,ENSG00000227516
Y_RNA,ENSG00000207371
PPIAP19,ENSG00000228169
TAF9BP2,ENSG00000215760
RPL15P13,ENSG00000226428
CCND3,ENSG00000112576
CD163,ENSG00000177575
TRUB1,ENSG00000165832
C4A-AS1,ENSG00000238170
SPINK14,ENSG00000196800
CYP21A2,ENSG00000198457
BCLAF1P1,ENSG00000248966
,ENSG00000248428
RNU6-1121P,ENSG00000252611
LINC02626,ENSG00000236799
,ENSG00000234149
,ENSG00000227186
,ENSG00000251627
DUSP29,ENSG00000188716
TSLP,ENSG00000145777
PPIAP13,ENSG00000237882
SAMD8,ENSG00000156671
,ENSG00000169164
ABHD15,ENSG00000168792
CXXC1P1,ENSG00000187893
ABHD15-AS1,ENSG00000264031
TMLHEP1,ENSG00000230578
WDR36,ENSG00000134987
SSX8P,ENSG00000157965
TP53I13,ENSG00000167543
ZBTB22,ENSG00000227780
SSX9P,ENSG00000204648
,ENSG00000226870
,ENSG00000234442
RPS26P42,ENSG00000232437
SSX6P,ENSG00000171483
SLC44A4,ENSG00000228263
VDAC2,ENSG00000165637
,ENSG00000255097
TSBP1,ENSG00000206245
Metazoa_SRP,ENSG00000273725
FSIP2LP,ENSG00000274775
TMEM41B,ENSG00000166471
TCP11X3P,ENSG00000251525
CA5BP1,ENSG00000186312
,ENSG00000232765
NXF5,ENSG00000126952
ATXN1L,ENSG00000224470
HCG4,ENSG00000237905
HCG15,ENSG00000225368
LCORL,ENSG00000178177
ABHD16A,ENSG00000206403
RNU6-419P,ENSG00000252839
RIOX1,ENSG00000170468
ECT2,ENSG00000114346
NFKBIA,ENSG00000100906
,ENSG00000259499
SALRNA3,ENSG00000281264
,ENSG00000259503
IST1,ENSG00000182149
,ENSG00000259656
ATP5MGP3,ENSG00000249256
,ENSG00000251638
ALDH1A2,ENSG00000128918
HNRNPA1P65,ENSG00000248444
NXF5,ENSG00000290798
SOD3,ENSG00000109610
,ENSG00000288928
,ENSG00000250728
,ENSG00000264290
MIPOL1,ENSG00000151338
RPS3AP21,ENSG00000214784
CCDC149,ENSG00000181982
LMAN2,ENSG00000169223
GIT1,ENSG00000108262
TNXB,ENSG00000236236
NCR3,ENSG00000225211
PRR13P2,ENSG00000254884
IPO7,ENSG00000205339
,ENSG00000250114
HMMR,ENSG00000072571
AKAP8L,ENSG00000011243
RNU6-761P,ENSG00000206875
,ENSG00000223946
ANKRD66,ENSG00000230062
SCARB2,ENSG00000138760
HS3ST5,ENSG00000249853
RANP1,ENSG00000227652
TSBP1-AS1,ENSG00000226228
OR2J4P,ENSG00000228483
MUC21,ENSG00000237962
H4C8,ENSG00000158406
MIR4707,ENSG00000284118
MUCL3,ENSG00000232251
ETF1P1,ENSG00000224108
RNF39,ENSG00000204618
HLA-P,ENSG00000261134
SLC7A7,ENSG00000155465
TBK1,ENSG00000183735
HLA-DPB1,ENSG00000237710
GPR53P,ENSG00000237811
OR2J1,ENSG00000204702
DDR1-DT,ENSG00000231444
AIF1,ENSG00000235985
SNORA23,ENSG00000201998
OR2H1,ENSG00000204688
BRD2,ENSG00000234704
,ENSG00000254397
CD5,ENSG00000110448
,ENSG00000229015
NXF4,ENSG00000196970
CSAG4,ENSG00000242599
MAGEA5P,ENSG00000242520
ARMCX7P,ENSG00000204072
,ENSG00000290908
,ENSG00000231069
,ENSG00000237265
OR2J2,ENSG00000204700
CD99P1,ENSG00000223773
VPS37C,ENSG00000167987
TM9SF5P,ENSG00000234062
RHOXF1P1,ENSG00000234493
PNMA6E,ENSG00000214897
ATP2B3,ENSG00000067842
OR11A1,ENSG00000206517
TMEM183AP1,ENSG00000229737
MUC22,ENSG00000229126
DDAH2,ENSG00000206395
HCG22,ENSG00000293549
,ENSG00000279549
U6,ENSG00000266626
PGA3,ENSG00000229859
DDR1,ENSG00000204580
PRRC2A,ENSG00000225748
NEO1,ENSG00000067141
COMTD1,ENSG00000165644
,ENSG00000225512
PSMB9,ENSG00000240118
,ENSG00000290737
RN7SL153P,ENSG00000244748
SCAMP1,ENSG00000085365
,ENSG00000256220
CAMK2G,ENSG00000148660
PGA5,ENSG00000256713
HCG25,ENSG00000231343
,ENSG00000243286
ANKRD13B,ENSG00000198720
TRIM15,ENSG00000137384
RAB14,ENSG00000119396
POLR1H,ENSG00000236949
BBS5,ENSG00000163093
CFI,ENSG00000205403
AIF1,ENSG00000206428
,ENSG00000249678
TRIM26,ENSG00000231002
MTCYBP43,ENSG00000250624
TMEM271,ENSG00000273238
ST3GAL3,ENSG00000126091
PDE6B,ENSG00000133256
,ENSG00000248591
OR1X1P,ENSG00000272494
,ENSG00000253558
FAM170A,ENSG00000164334
,ENSG00000251569
CD14,ENSG00000170458
,ENSG00000264647
,ENSG00000264007
KLHL41,ENSG00000239474
RNU6-920P,ENSG00000222858
,ENSG00000265625
RPL21P123,ENSG00000240531
FAM222B,ENSG00000173065
SPTAN1,ENSG00000197694
MAT2B,ENSG00000038274
FASTKD1,ENSG00000138399
NCR3,ENSG00000237103
HLA-H,ENSG00000227296
DDX39BP2,ENSG00000234140
GABBR1,ENSG00000206511
IRF9,ENSG00000213928
SNORA38,ENSG00000265754
DDB1,ENSG00000167986
OR2J2,ENSG00000226347
BAG6,ENSG00000234651
,ENSG00000290743
,ENSG00000230187
IFITM4P,ENSG00000233023
,ENSG00000277492
TNXB,ENSG00000236221
SNORD3E,ENSG00000280704
WASHC3P1,ENSG00000213747
DLG3,ENSG00000082458
,ENSG00000229827
PIPOX,ENSG00000179761
YJU2B,ENSG00000104957
HLA-DRA,ENSG00000228987
OR2U1P,ENSG00000236918
HCG27,ENSG00000238148
ZNF821,ENSG00000102984
RPL15P4,ENSG00000236273
PPT2,ENSG00000168452
PPIG,ENSG00000138398
,ENSG00000288665
,ENSG00000280320
,ENSG00000280181
HLA-C,ENSG00000228299
GNS,ENSG00000135677
XRN1,ENSG00000114127
,ENSG00000263781
,ENSG00000263709
MRI1,ENSG00000037757
PDE6B-AS1,ENSG00000242686
,ENSG00000248120
ATP5ME,ENSG00000169020
MROH2B,ENSG00000171495
SEPTIN4,ENSG00000108387
,ENSG00000267633
